











"ID","Unit Title","Unit Date","Start Year","End Year","Unit ID","Level","Originator","Container 1","Container 2","Container 3","Phys. Desc. 1","Phys. Desc. 2","Phys. Desc. 3","Phys. Loc","Access Restrict.","URN","Collection Title","Originator","Collection Date","Collection ID","Parent 1","Parent 2","Parent 3","Parent 4","Parent 5","Parent 6"
"div00407c00046","Letter from Universalist Church in Newbritain, Pennsylvania, May 20, 1798.","May 20, 1798.","1798","1798","bMS 407/1 (45)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:17326848","Philadelphia Universalist Convention. Records, 1789-1807.","Philadelphia Universalist Convention.","1789-1807.","bMS 407","","","","","","",
"div00407c00047","Letter from Universalist Church in New Hanover, Burlington County, New Jersey, May 22, 1798","May 22, 1798","1798","1798","bMS 407/1 (46)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:17326849","Philadelphia Universalist Convention. Records, 1789-1807.","Philadelphia Universalist Convention.","1789-1807.","bMS 407","","","","","","",
"div00407c00048","Letter from Universalist Church in Philadelphia, May 24, 1801","May 24, 1801","1801","1801","bMS 407/1 (47)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:17326850","Philadelphia Universalist Convention. Records, 1789-1807.","Philadelphia Universalist Convention.","1789-1807.","bMS 407","","","","","","",
"div00407c00049","Copy of circular letter approved by Convention, May 26, 1801","May 26, 1801","1801","1801","bMS 407/1 (48)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:17326851","Philadelphia Universalist Convention. Records, 1789-1807.","Philadelphia Universalist Convention.","1789-1807.","bMS 407","","","","","","",
"div00407c00050","Letter from Universalist Church in Plemouth [sic], Luzerne County, Pennsylvania, May 18, 1802","May 18, 1802","1802","1802","bMS 407/1 (49)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:17326852","Philadelphia Universalist Convention. Records, 1789-1807.","Philadelphia Universalist Convention.","1789-1807.","bMS 407","","","","","","",
"div00407c00051","Letter from Universalist Church in Newbritain, Pennsylvania, May 23, 1802","May 23, 1802","1802","1802","bMS 407/1 (50)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:17326853","Philadelphia Universalist Convention. Records, 1789-1807.","Philadelphia Universalist Convention.","1789-1807.","bMS 407","","","","","","",
"div00407c00052","Letter from Universalist Church in Philadelphia, May 23, 1802","May 23, 1802","1802","1802","bMS 407/1 (51)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:17326854","Philadelphia Universalist Convention. Records, 1789-1807.","Philadelphia Universalist Convention.","1789-1807.","bMS 407","","","","","","",
"div00407c00053","Letter from Universalist Church in Philadelphia, May 15, 1803","May 15, 1803","1803","1803","bMS 407/1 (52)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:17326855","Philadelphia Universalist Convention. Records, 1789-1807.","Philadelphia Universalist Convention.","1789-1807.","bMS 407","","","","","","",
"div00407c00054","Letter from Universalist Church in Newbritain, Pennsylvania, May 22, 1803","May 22, 1803","1803","1803","bMS 407/1 (53)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:17326856","Philadelphia Universalist Convention. Records, 1789-1807.","Philadelphia Universalist Convention.","1789-1807.","bMS 407","","","","","","",
"div00407c00055","Minutes of Convention, May 25-26, 1803. Perhaps a draft of the minutes which appear in the Convention Record Book","May 25-26, 1803","1803","1803","bMS 407/1 (54)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:17326857","Philadelphia Universalist Convention. Records, 1789-1807.","Philadelphia Universalist Convention.","1789-1807.","bMS 407","","","","","","",
"div00407c00056","Letter from Universalist Church in Newbritain, Pennsylvania, May 19, 1805","May 19, 1805","1805","1805","bMS 407/1 (55)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:17326858","Philadelphia Universalist Convention. Records, 1789-1807.","Philadelphia Universalist Convention.","1789-1807.","bMS 407","","","","","","",
"div00407c00057","Letter from Universalist Church in Philadelphia, May 19, 1805","May 19, 1805","1805","1805","bMS 407/1 (56)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:17326859","Philadelphia Universalist Convention. Records, 1789-1807.","Philadelphia Universalist Convention.","1789-1807.","bMS 407","","","","","","",
"div00407c00058","Minutes of Convention, May 25, 27, 1805. A draft, with variations of the minutes which appear in the Convention Record Book","May 25, 27, 1805","1805","1805","bMS 407/1 (57)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:17326860","Philadelphia Universalist Convention. Records, 1789-1807.","Philadelphia Universalist Convention.","1789-1807.","bMS 407","","","","","","",
"div00407c00059","Copy of letter, in hand of James Moore, probably sent to Abner Osburn, Frederick County, Virginia,March 10, 1791. Concerns the securing of Duncan McLain, then minister in Virginia, as minister of the Universalist Church in Philadelphia","March 10, 1791","1791","1791","bMS 407/1 (58)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:17326861","Philadelphia Universalist Convention. Records, 1789-1807.","Philadelphia Universalist Convention.","1789-1807.","bMS 407","","","","","","",
"div00407c00060","Copy of letter in hand of James Moore, probably to George Richards, March 14, 1792. This letter concerns an effort to secure Richards as minister of the Universalist Church in Philadelphia","March 14, 1792","1792","1792","bMS 407/1 (59)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:17326862","Philadelphia Universalist Convention. Records, 1789-1807.","Philadelphia Universalist Convention.","1789-1807.","bMS 407","","","","","","",
"div00407c00061","Convention Book. Contains the minutes and transactions of the Philadelphia Convention, 1790 to 1807.","1790 to 1807.","","","bMS 407/1 (60)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:16920631","Philadelphia Universalist Convention. Records, 1789-1807.","Philadelphia Universalist Convention.","1789-1807.","bMS 407","","","","","","",


